date,"5s, 1853","6s, 1862","6s, 1856","6s, 1867","6s, 1868","5s, 1865","5s, 1874"
1851-02-15,4.901960784313726,5.387205387205387,5.5813953488372094,5.211726384364821,5.194805194805195,,
1851-02-22,4.904966278356836,5.387205387205387,5.5813953488372094,5.203252032520325,5.189189189189189,,
1851-03-01,4.901960784313726,5.381165919282512,5.5813953488372094,5.203252032520325,5.200433369447454,,
1851-03-08,4.914004914004914,5.363128491620111,5.56844547563805,5.200433369447454,5.189189189189189,,
1851-03-15,,,5.5491329479768785,5.194805194805195,5.161290322580645,,
1851-03-22,4.88997555012225,5.321507760532151,5.520414031052328,5.175202156334232,5.172413793103448,,
1851-03-29,4.88997555012225,5.312672938572219,5.5045871559633035,5.177993527508091,5.172413793103448,,
1851-04-05,4.878048780487805,5.333333333333334,5.529953917050691,5.175202156334232,5.161290322580645,,
1851-04-12,4.866180048661801,5.286343612334802,,5.161290322580645,5.136436597110754,,
1851-04-19,,,,,,,
1851-04-26,,5.298013245033113,5.510907003444316,5.128205128205128,,,
1851-05-03,4.830917874396135,5.298013245033113,,5.106382978723404,5.095541401273886,,
1851-05-10,,5.298013245033113,5.510907003444316,5.11727078891258,5.095541401273886,,
1851-05-17,4.830917874396135,5.321507760532151,5.542725173210162,5.122732123799359,5.11727078891258,,
1851-05-24,4.854368932038835,5.333333333333334,5.523590333716916,5.106382978723404,5.095541401273886,,
1851-05-31,4.848484848484849,5.26893523600439,5.491990846681922,5.031446540880504,5.02092050209205,,
1851-06-07,4.968944099378882,5.436013590033975,5.6537102473498235,5.144694533762058,,,
1851-06-14,4.9504950495049505,5.423728813559322,5.647058823529412,5.152979066022544,5.150214592274678,,
1851-06-21,4.9504950495049505,5.423728813559322,5.647058823529412,5.150214592274678,5.139186295503212,,
1851-06-28,4.932182490752158,5.405405405405405,5.647058823529412,5.133689839572193,5.139186295503212,,
1851-07-05,,,,,,,
